PetID,SentimentMagnitude,SentimentScore,NumSentences
25c7d6c3b,2.7,0.9,3.0
0b819602d,0.9,0.4,2.0
4c594983d,5.5,0.1,16.0
05f99fc56,2.1,0.7,3.0
1dfadc371,3.8,0.4,6.0
6d9b202c9,0.8,0.0,4.0
54791dc58,1.5,0.3,4.0
b36616178,0.1,0.1,1.0
2ac4dd8c2,5.0,0.2,10.0
29f54c6ff,7.5,0.2,18.0
48b418070,1.2,0.4,3.0
c7eac7b01,7.3,0.4,14.0
8e0d65b3e,0.2,0.1,2.0
9a34ddc8b,3.8,0.3,8.0
ff9f62e79,1.9,0.2,7.0
4a6ee5d02,,,
474bccd75,1.6,0.8,2.0
e4abb93bf,0.5,0.2,2.0
120805f93,0.9,0.0,6.0
2acf3fdce,0.7,0.7,1.0
e1ecc1b26,2.5,0.2,9.0
a8cdba660,1.1,0.0,4.0
9bcd62ef1,1.3,0.0,3.0
c3f2f166d,2.8,0.0,7.0
687e9c33c,0.3,0.0,3.0
bb5f471dd,2.3,0.5,4.0
0aaf6976a,14.0,0.2,33.0
45600eaab,1.2,0.0,7.0
dcba09ff1,0.9,0.3,3.0
d7f938acd,1.5,0.0,7.0
ea11b6f12,1.7,0.1,6.0
3332eb59c,1.3,0.4,3.0
b3e19ff68,2.5,0.4,5.0
594e3dc3f,0.3,0.0,5.0
fbb112b7e,1.6,0.8,2.0
d14d62508,3.7,0.3,7.0
5de61cf6b,1.4,0.7,2.0
b9590d4de,0.8,0.8,1.0
747c82f83,1.9,0.6,3.0
3004c3401,1.7,0.3,5.0
c737c30d7,3.9,0.4,7.0
03b0568b3,0.7,-0.3,2.0
987baa1c7,2.4,0.3,7.0
70b3d1f9c,1.8,0.0,4.0
27456ec0f,2.1,0.3,4.0
5c28a8cec,3.0,0.3,7.0
2c8ae4c7e,2.1,0.0,7.0
cd7bea671,1.2,0.6,2.0
7bda94ad0,8.4,0.3,17.0
ab4b4681b,0.8,0.8,1.0
aa189a931,1.1,0.3,2.0
d0bc14f47,0.2,0.0,3.0
eab8c8c03,0.3,-0.1,2.0
3b4a987ba,8.7,0.2,18.0
1bbb46822,1.1,0.5,2.0
5c546c236,0.9,0.4,2.0
702bee848,5.1,0.2,9.0
66757255c,3.2,0.6,5.0
0b0f596b5,0.0,0.0,1.0
938bcf142,3.2,0.5,6.0
bea72e6c5,3.5,0.2,7.0
52e555a3a,2.4,0.3,4.0
3998bcfec,1.1,0.1,2.0
e62e5aa26,2.7,0.2,8.0
933e0a3e8,4.3,0.2,10.0
1eb8a0278,1.1,0.3,3.0
d5df16a32,5.6,0.3,15.0
06296e4e2,2.3,0.3,7.0
207d61997,1.2,0.0,4.0
38a81271c,5.8,0.1,11.0
65d10be4d,2.7,0.2,6.0
c7b468b32,0.0,0.0,1.0
6df350974,9.8,0.6,14.0
249112486,0.6,0.0,5.0
8f85e69ee,4.4,0.4,8.0
b243b8e93,3.9,-0.2,8.0
89523a695,2.8,0.2,7.0
4f0eacbdd,0.0,0.0,1.0
b5fcc079e,4.3,0.1,16.0
53976b229,6.9,0.4,15.0
f4ed1a08e,4.2,0.6,7.0
2f3227612,,,
ba66a7a82,0.6,0.6,1.0
d4e83ee5b,0.8,0.1,4.0
00a1f270a,0.8,0.8,1.0
74e316be1,1.2,0.3,3.0
039509c40,0.9,0.2,4.0
eeb60466e,3.3,-0.1,6.0
c6cdbebfa,0.9,0.9,1.0
82137b39f,2.8,0.4,6.0
28b64c198,1.1,0.2,4.0
f70251906,2.0,0.0,5.0
9d76ed82f,,,
e83f846eb,0.6,0.6,1.0
60b9421cc,3.8,0.3,8.0
72a7cb335,0.8,-0.2,3.0
0bd4aed6b,0.8,0.8,1.0
ae03f99f2,3.2,0.1,11.0
5a1010bca,2.2,0.5,4.0
6a5c652b5,0.6,0.1,3.0
040771e8e,2.9,0.2,6.0
706a9cd5c,2.0,0.3,3.0
62550cf78,0.2,-0.2,1.0
701c5afba,0.1,0.1,1.0
d0fcfeb0f,2.1,0.4,4.0
7bce76c66,1.6,0.8,2.0
3b0b88ac2,0.0,0.0,1.0
a88d34ee3,1.1,0.1,6.0
061378b30,1.7,0.8,2.0
fc1457818,3.2,0.3,7.0
a27f0cc49,2.5,0.8,3.0
728c78b39,2.3,0.3,6.0
6c054c4ef,0.6,0.3,2.0
d5b9e0322,1.9,0.3,5.0
a2dc697f6,0.8,0.1,4.0
b04b200fa,0.1,0.0,3.0
be7b65c23,2.7,0.1,11.0
e37f4aa07,,,
7de2f688b,1.7,0.3,4.0
e7020fa9a,0.0,0.0,1.0
752491221,2.6,0.5,5.0
c2346525a,1.1,0.5,2.0
bc7361016,0.8,0.8,1.0
66201cf73,4.5,0.1,11.0
b7359384d,2.8,0.2,5.0
be23e42d0,1.5,0.5,3.0
1c59cecac,0.1,0.1,1.0
e7e1904f4,0.8,0.8,1.0
2e3bfe5a9,1.8,0.4,4.0
13f07ee9a,1.6,0.8,2.0
d78d1dec0,0.6,0.1,3.0
821bd9373,,,
720db9cb3,0.8,0.8,1.0
0443d6f82,1.5,-0.1,7.0
67efce2e0,4.6,0.1,12.0
fa1a30192,0.3,0.0,2.0
c675f3b10,2.7,0.0,6.0
6e3d78857,0.0,0.0,1.0
d4d6997e3,0.4,0.4,1.0
d13d93f69,1.5,0.0,6.0
d8715d47e,7.3,0.3,13.0
c15b3c9f1,0.7,0.2,3.0
3bef75882,11.7,-0.1,22.0
60bf93971,0.5,0.2,2.0
e9eeadf82,1.5,0.0,3.0
a4530b1d0,1.5,0.4,3.0
da6bb3100,0.9,0.3,2.0
79669f807,2.6,0.2,6.0
3af2b1473,2.7,0.4,6.0
0f0f81a37,1.3,0.4,3.0
b8976d821,1.7,0.0,3.0
9eb98f34c,0.0,0.0,1.0
e317b2a73,2.5,0.1,7.0
ebd78e1d4,9.6,0.4,22.0
0822c54d5,1.3,0.0,6.0
4036e0e12,3.7,0.5,7.0
f34d62be0,7.8,0.3,18.0
2a7b5edbf,0.7,-0.7,1.0
18042e473,,,
dc99804de,1.6,0.5,3.0
0fb490c9b,3.6,0.0,5.0
284be445a,0.8,0.2,3.0
a831df76b,,,
145883970,0.9,0.9,1.0
e3d9dc96d,0.0,0.0,1.0
9a64e72cf,6.5,0.3,16.0
6e643eba1,6.1,0.0,16.0
a1b3dafc9,1.8,0.9,2.0
fe88a5777,1.8,0.9,2.0
bda2d149e,4.4,0.4,10.0
6cb5381cb,0.0,0.0,2.0
366a03818,2.3,0.3,4.0
732d546b4,,,
a8a8f95f6,2.8,0.5,5.0
0b4bb9906,1.0,0.3,3.0
5eeb10b7a,1.5,0.1,4.0
f03b04b1e,0.8,0.8,1.0
a672ea96d,0.2,0.2,1.0
4df43033d,0.8,0.0,4.0
d25638f81,1.8,0.6,3.0
aafb75ee8,0.9,0.4,2.0
e9cf01a21,1.9,0.3,5.0
1c74d62ed,0.9,0.9,1.0
2148c2ef6,6.3,0.3,15.0
f0bb05fc7,,,
479500716,2.2,0.2,4.0
1afdf61ec,0.0,0.0,1.0
b4d0c60b6,4.9,-0.1,13.0
110d4487e,3.9,0.2,6.0
27cede3cf,0.5,0.5,1.0
99dcd9020,0.0,0.0,1.0
4cb8fe436,2.7,-0.1,5.0
a13ed5e9d,0.0,0.0,1.0
7adc5209e,3.3,0.2,7.0
0a8ee7520,1.4,0.1,6.0
82aa52460,1.3,0.6,2.0
4c9f111f1,1.9,0.6,3.0
eb6c692dc,0.9,0.9,1.0
d096658bb,0.4,-0.2,2.0
109c4f5a8,2.5,0.3,6.0
f8b702182,2.0,0.6,3.0
eb652ec07,0.1,0.1,1.0
026ebf139,1.6,0.0,2.0
6c7c5555f,3.1,0.1,7.0
1a9733afb,1.2,0.1,3.0
1a54d4e92,3.1,0.5,6.0
8526200d3,0.0,0.0,1.0
8df39788a,2.4,0.8,3.0
045543730,1.6,0.5,3.0
bf50b399e,1.0,0.5,2.0
a05289ebd,1.1,0.5,2.0
dee525fcd,1.9,0.1,7.0
ceed27182,0.3,0.0,3.0
c0a9578bb,3.2,0.5,6.0
66dda45c4,2.1,0.4,4.0
9c87d70e5,1.9,0.9,2.0
4574e3de4,0.9,0.9,1.0
794a45833,0.0,0.0,1.0
800a7c025,1.5,0.3,5.0
6c75b9082,3.1,0.5,5.0
6dbc5c968,0.4,0.1,2.0
4dad8252f,0.0,0.0,2.0
3f9f466d1,0.1,0.0,3.0
8bf9a6b80,2.1,0.2,5.0
c43ecb3e1,2.3,0.2,6.0
3a3ae56f1,2.1,0.1,6.0
172332f53,3.0,0.7,4.0
01f7fdb78,1.0,0.2,3.0
9b721dcaf,4.9,0.4,10.0
e20655a10,3.2,0.2,9.0
9718baba0,3.2,0.0,6.0
cdd7aee45,4.2,-0.1,10.0
86550c5dc,1.4,0.7,2.0
ba311fc1a,0.0,0.0,1.0
bb05c1ce8,0.8,-0.3,2.0
4060caeb1,0.1,0.1,1.0
e54ee8e55,2.6,0.3,6.0
166092e21,0.1,0.1,1.0
5a2c8a05f,0.9,0.9,1.0
d3d47c67d,0.7,0.7,1.0
8ba0c6894,3.2,0.3,8.0
71cc0a02e,0.9,0.0,4.0
75bbaa3fa,0.0,0.0,1.0
ca587cb42,4.1,0.0,12.0
b4eb7f4df,0.0,0.0,2.0
fd32ce3ef,2.0,0.6,3.0
a15d8c8a8,0.2,0.2,1.0
34cedf9bb,3.7,0.2,12.0
ab599a6ac,0.7,-0.1,3.0
81da09ea9,6.2,0.0,16.0
e736ab042,0.2,0.0,4.0
81a815ef5,1.2,0.0,4.0
0f122f712,0.0,0.0,1.0
58a10d0cd,5.1,0.0,16.0
3b1976326,0.5,0.1,2.0
30ea81bac,0.2,0.2,1.0
35907f15e,2.1,0.5,4.0
bfb33b149,1.8,0.1,8.0
375905770,0.2,0.0,4.0
9ec161c16,1.7,0.0,4.0
19f38a3f0,2.4,0.4,6.0
e2f1f5377,0.1,0.1,1.0
0c17e1f32,1.0,0.0,2.0
b912b1114,13.8,0.1,34.0
bd9e9d9e2,0.0,0.0,1.0
241dd214b,0.8,0.8,1.0
084874570,0.4,0.4,1.0
c1df421c4,,,
ab9f715ad,3.4,0.3,10.0
3cc84c2f8,2.8,0.1,6.0
ee5583527,1.4,0.3,4.0
9a770c49a,6.4,0.2,17.0
e07812482,0.7,0.2,3.0
997db5df5,3.3,0.0,8.0
301e16ab9,0.8,0.8,1.0
8705145ca,2.4,0.0,4.0
6e3aad5f3,1.1,0.2,4.0
75a11e0f8,0.7,0.3,2.0
219a1308d,,,
915173d4d,1.8,0.4,4.0
c390140c3,3.5,0.5,7.0
81d97fa9f,1.2,0.3,3.0
78b07d4e0,0.5,-0.5,1.0
6cd1cac68,0.1,-0.1,1.0
fb3bd80d1,2.4,0.4,4.0
51372ce91,1.8,0.1,7.0
1a1283447,6.8,0.3,11.0
4831c683c,1.5,0.1,7.0
90592e40c,2.9,0.4,4.0
e4e5ea1d2,0.7,0.0,6.0
e7a74fca8,0.0,0.0,1.0
a5595a935,0.2,0.2,1.0
c7575df7b,2.7,0.1,6.0
e81c6347b,2.8,0.4,5.0
7ee058c3d,,,
4d999ee22,0.7,-0.2,3.0
0637293ec,5.7,0.3,15.0
7ead795bb,3.1,0.0,12.0
691a8b7ea,0.3,-0.3,1.0
fcd21f3ec,0.9,-0.2,2.0
9c31047a7,0.7,0.0,7.0
76d5726c4,3.9,0.6,6.0
03d59fc21,1.3,0.1,5.0
1a9e7158e,0.1,0.1,1.0
86afe98e6,2.5,0.2,6.0
0eba8b0ad,1.4,0.0,5.0
d38bcdf49,1.9,0.6,3.0
85a79f281,1.2,0.6,2.0
91c2159dd,0.6,0.1,3.0
91d6a2898,2.5,0.4,5.0
cfddf0c47,0.7,0.3,2.0
b102f525b,0.5,-0.5,1.0
dc1c9f8d5,2.8,0.5,5.0
c96f9d3a8,5.9,0.1,13.0
072ae6d9e,2.2,0.2,4.0
fa94b21d1,3.5,0.1,12.0
b5df81f99,2.4,0.4,5.0
2c24655fe,0.0,0.0,1.0
c702e00d2,,,
95d2a0bdf,0.9,0.9,1.0
c8208c3c9,1.2,0.3,3.0
9a9f6c753,5.2,0.2,11.0
92b89a666,0.0,0.0,1.0
6819ce556,2.3,0.7,3.0
17bdf954a,0.2,0.0,3.0
2bf834f39,2.3,0.2,7.0
53cd96ef8,0.9,0.2,3.0
da327c74b,0.3,0.3,1.0
10a6c97d5,2.2,0.4,5.0
f8d831236,0.9,0.9,1.0
75a4a14ac,0.9,0.4,2.0
df39a5468,0.3,0.0,3.0
37f127385,1.5,0.0,4.0
878e36da4,0.9,0.9,1.0
1ffe668f9,4.2,0.3,10.0
9a2f44ddf,3.0,0.1,8.0
54e2508de,2.7,0.3,5.0
432904c5d,0.9,0.9,1.0
d30b90a39,1.9,0.3,3.0
20559d623,1.2,0.3,3.0
2e1d3ae52,,,
3b0b2a86a,1.5,0.5,3.0
64c1c412b,2.7,0.2,4.0
b28de653f,1.8,0.3,5.0
0e6dd5e23,0.7,-0.7,1.0
46dea66ea,2.4,0.6,4.0
842b21328,2.7,0.4,6.0
184ea777b,1.1,0.2,4.0
86547ad6d,32.0,0.2,84.0
ead547f1b,0.1,-0.1,1.0
703f38466,2.5,0.1,7.0
60b188249,3.8,0.6,6.0
845703071,0.2,0.0,3.0
3c5e8cc5d,0.3,0.3,1.0
9f533475e,0.0,0.0,1.0
0636650db,1.7,0.2,4.0
d8128cefd,1.4,-0.7,2.0
6b3614a92,8.2,0.3,18.0
dd2ec7bf4,2.0,0.0,7.0
fcf377cce,0.7,0.7,1.0
fb9a96204,5.7,0.7,8.0
d4b028ea8,1.4,0.0,4.0
8520800b1,6.2,0.0,16.0
7f8f45a35,1.2,0.6,2.0
dd7ad37e7,1.5,0.1,3.0
c92256e41,1.6,0.8,2.0
caa9a4f53,,,
4ef431298,1.0,0.5,2.0
044548f89,1.3,0.0,3.0
6c3a05812,0.2,0.2,1.0
5d1fa8ddf,1.7,0.1,6.0
68cdd6d6b,3.0,0.2,9.0
1171c9a41,4.0,0.3,8.0
f9994fbae,,,
67dbd5ed9,1.1,0.2,3.0
129df65b1,0.1,0.1,1.0
cc25fb529,0.9,0.4,2.0
3db150833,0.2,0.2,1.0
3b8b38508,2.0,0.3,3.0
2e1d4e279,1.9,0.0,6.0
f4f349714,2.6,0.0,8.0
7d21dc4a8,2.0,0.6,3.0
c3cafb38c,0.7,0.7,1.0
a6e902691,2.3,0.2,8.0
e3f841674,2.0,0.6,3.0
a6423eca8,0.8,-0.8,1.0
2cea63a41,0.0,0.0,1.0
1751240fe,0.7,0.1,4.0
6c48c9154,0.9,0.9,1.0
9a3c966a9,3.1,0.2,5.0
ac49bdbdd,3.5,0.2,8.0
7fc640ad8,5.6,0.7,8.0
05252b175,,,
27104e464,1.7,0.8,2.0
da8a47785,1.1,0.1,4.0
1aa3952c1,4.4,-0.2,10.0
8bac2d757,3.8,0.5,7.0
1ba11aaaa,0.3,-0.3,1.0
e5164d828,1.6,0.4,4.0
a0dd85af0,3.3,0.2,6.0
0392c0c81,0.4,0.0,4.0
fff24fcb5,1.2,0.3,3.0
1195168b6,0.7,0.7,1.0
9f7bf4f71,5.8,0.0,15.0
accca912b,0.9,0.9,1.0
27c4981c9,2.0,0.1,4.0
c2558c319,0.6,0.0,3.0
12d514ef2,4.1,-0.4,8.0
3e2cc2690,11.6,0.0,23.0
c5072890c,,,
17e6747da,5.3,0.2,16.0
1f7d6b89e,1.4,0.3,4.0
0052dcf47,0.7,0.3,2.0
cdb855a69,3.9,0.0,10.0
6f93a41c5,1.9,0.4,4.0
23d2b8824,2.5,0.5,4.0
dc56ff89a,2.1,0.2,7.0
23379775f,5.7,0.6,8.0
fca85f778,1.5,0.7,2.0
2b3ec0f96,1.2,0.2,3.0
a9bfec3ba,9.5,0.2,22.0
8885f346b,4.4,0.8,5.0
33d3738f6,3.1,0.4,7.0
87f4ea65f,0.5,0.2,2.0
edf0ff7e4,1.4,0.1,3.0
bebab9790,1.5,0.3,5.0
f17d4ab32,2.4,0.2,6.0
97dc6aa32,1.3,0.4,3.0
489d05a55,6.6,0.3,20.0
51d8da535,0.1,0.1,1.0
bb4c6519d,0.0,0.0,1.0
9fceca5de,3.9,0.2,12.0
93849e2b5,2.9,0.3,5.0
700a93465,0.4,0.4,1.0
d95eabfe9,2.6,0.6,4.0
146d950bc,0.9,0.4,2.0
439f040ed,0.3,0.3,1.0
022d2d16e,,,
e0238b8c2,2.2,0.4,5.0
a5b5eccb6,3.3,0.5,6.0
0b8614414,2.9,0.1,7.0
6e3457b81,0.3,-0.3,1.0
20d4ea30e,1.6,0.5,3.0
f98750599,1.6,0.2,6.0
2f346ac72,1.1,0.3,2.0
fc9b4b692,1.1,0.0,7.0
ec7775c4f,3.8,0.1,14.0
487abc5e1,6.2,0.4,11.0
06f523361,4.2,0.1,8.0
5c66641a1,0.4,0.2,2.0
ed5f14fda,1.8,0.9,2.0
a23f0020a,0.8,0.1,3.0
5a5463e17,0.8,0.2,3.0
518f86025,1.0,0.3,3.0
8dfe4da6a,2.5,0.0,7.0
8c93a6e28,0.9,0.9,1.0
94bcf0199,1.5,0.3,4.0
e758e4c0c,1.1,0.1,6.0
f2b656028,0.4,0.2,2.0
c69842c2a,6.8,0.1,21.0
fa07f7477,0.5,-0.5,1.0
09acd6b31,1.8,0.1,5.0
782eb0d9d,0.1,0.1,1.0
7fd7b7583,0.9,0.9,1.0
655cfc630,0.6,0.6,1.0
e9dc82251,2.1,0.4,5.0
2f19ac5ab,1.7,0.5,3.0
7687b7da2,4.5,0.4,7.0
203e2bd3c,6.8,0.3,16.0
6b0103c04,2.2,0.3,4.0
3f936cb8a,5.0,0.1,11.0
d0101e748,0.3,0.3,1.0
56583003c,,,
f99a5e817,0.3,0.3,1.0
157e3e074,0.5,0.5,1.0
68731378e,0.1,-0.1,1.0
1e24f14d6,1.0,0.2,4.0
eb8aeff64,2.5,0.2,8.0
e9e06e3f6,,,
79f8b048f,3.2,0.0,6.0
488bfc285,0.1,0.0,2.0
5698c00e2,2.1,0.1,8.0
b5aa169b4,3.5,0.2,9.0
846e720dc,1.0,0.4,2.0
13d0266c5,6.6,0.0,19.0
1b87c512e,1.8,0.9,2.0
859bcc995,0.8,0.8,1.0
9744dcc69,1.1,0.5,2.0
a2ae5fa7d,1.4,0.7,2.0
445c703ff,2.0,0.4,4.0
b9d6b1488,2.9,0.4,6.0
1ffb40e20,0.5,0.0,6.0
c0fe34d97,0.1,0.1,1.0
1ee56e81a,3.0,0.0,8.0
4e3e41b78,0.5,0.5,1.0
f4415e636,0.7,0.7,1.0
f91147e5f,5.9,0.3,11.0
406a1e534,0.1,0.1,1.0
648897870,,,
2418f7929,,,
2f60db1f7,1.9,-0.1,8.0
0e4049f6d,1.0,0.3,3.0
27268f547,,,
113b2b57a,0.0,0.0,1.0
d9c54752f,4.2,0.6,7.0
daf1a8d08,0.2,-0.2,1.0
1ba69dec6,4.2,0.5,7.0
b744f152f,0.7,0.7,1.0
30908fb77,0.0,0.0,1.0
beb3a6da0,1.2,0.4,3.0
e3897d3cb,2.1,0.5,4.0
cfe285c5f,7.6,0.0,16.0
92caf1d01,0.8,0.8,1.0
37bf6da18,0.8,0.4,2.0
24d9b76ae,0.1,0.1,1.0
86953ea0b,3.0,0.4,7.0
0162634c2,0.1,0.0,2.0
c0ca6dd73,0.0,0.0,1.0
6f72c46b5,1.3,0.4,3.0
c8fc0d746,0.6,0.0,3.0
7b8924342,2.6,0.3,4.0
5145f87a0,3.8,0.4,8.0
e73038b62,0.3,0.1,2.0
b8bf2c090,5.0,0.1,14.0
44bba906d,1.8,0.4,4.0
7d1d7a4f6,2.2,0.3,7.0
fbaec0999,0.6,0.2,3.0
e936f5f63,3.0,0.3,5.0
43b277272,10.3,0.3,26.0
36cc00cf3,1.5,0.5,3.0
4fc4ac031,5.1,0.5,9.0
d5a027e6c,6.5,0.3,15.0
4bff9728d,2.0,0.5,3.0
cd4b05b8c,2.1,0.7,3.0
77fa5cdd7,0.0,0.0,1.0
f253bd6aa,7.6,0.3,18.0
21493e6ea,0.6,0.2,2.0
c5e4cfab0,4.7,0.2,10.0
7667378df,,,
d09835201,1.4,0.2,4.0
a76983523,,,
b6637d165,0.6,0.3,2.0
c60e6aff7,0.8,0.1,4.0
ec7517f68,0.9,0.9,1.0
3304185a1,0.7,-0.7,1.0
d7dc2efde,0.9,0.9,1.0
25560b530,2.9,0.7,4.0
59b224cc9,4.5,0.6,7.0
32ef0472e,2.8,0.1,5.0
51022a643,1.4,0.0,3.0
4f7aa1d3c,5.4,0.2,11.0
8b63e1b21,2.3,0.2,8.0
7395053bc,1.2,0.6,2.0
700de2c49,1.8,0.4,4.0
d39c87657,4.7,0.6,7.0
6dcbe818e,4.1,0.3,8.0
88030e16e,0.6,0.2,2.0
694caa813,0.2,-0.2,1.0
4eb61ccb3,1.6,0.0,7.0
99558286a,2.5,0.2,9.0
d9033fea0,1.6,0.3,4.0
8e0c995a9,4.0,0.1,12.0
eb8620132,1.3,0.6,2.0
b279ec774,2.6,0.5,5.0
261cbe336,2.2,0.1,9.0
e02b6a2d4,0.6,0.0,5.0
c12b5f5de,0.6,0.6,1.0
7f8955f6a,1.3,-0.4,3.0
9809485bb,0.5,0.2,2.0
9397426ea,6.4,0.3,11.0
865e968b4,1.4,0.2,6.0
7a25c5a12,,,
cb9cffdff,3.0,0.4,6.0
b8d07c37b,2.8,0.3,9.0
f0ac69be1,0.9,0.4,2.0
80f8877f8,1.9,0.2,6.0
0eaa9f888,2.3,0.1,10.0
11960b9ed,2.3,0.7,3.0
9d24c695e,4.6,0.1,20.0
90e1edc71,6.8,0.4,14.0
3c273e42f,0.8,0.2,4.0
9dd9f107d,2.8,0.4,6.0
58fe1756c,1.5,0.4,3.0
ebbf04d10,1.0,0.5,2.0
2b4b4e40c,1.9,0.0,6.0
e7fbd95a9,0.8,0.8,1.0
30dbb2e50,2.3,0.5,4.0
1d46f1061,,,
71c3f9254,0.2,-0.2,1.0
3d181b3c6,0.9,0.9,1.0
3536e1efd,,,
de993d8ad,1.1,0.5,2.0
f8233b736,0.0,0.0,1.0
76e071fcb,2.6,0.5,5.0
d8c1859cb,1.1,0.2,3.0
9ef475fbe,2.8,0.2,4.0
2ea365a6f,0.3,0.3,1.0
42e7de7c0,9.1,0.4,18.0
71ad8e81d,0.2,-0.2,1.0
7ca780c35,3.6,0.4,8.0
c039154f9,2.7,0.0,7.0
eea0cb464,1.8,0.1,6.0
09c629b05,0.9,0.4,2.0
4be73c550,0.1,0.1,1.0
4683d863b,2.5,0.6,4.0
ff05d4438,1.8,0.6,3.0
6d8793638,1.2,0.2,2.0
79b514f79,0.7,0.7,1.0
9102809eb,2.4,0.0,6.0
4e7a22c99,0.9,0.9,1.0
